KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
pda_FKNCGKW,"Arrival Log, Entry 2\n\nWhile searching for a suitable planet, our sensors detected a signal coming from a nearby Planet. While the planet has a harsh, frozen environment, it seems the signal is on a UE frequency. However, it seems that the specific signal is a generic distress call not currently in use by any ship in the fleet.\n\nIf the signal IS a United Earth distress call, it seems to be from a ship that would have been launched over a hundred years after we left. Upon further review of galactic positions, it seems that we have traveled not only to another galaxy, but another time. I'm ordering Engineer Vaughn to push the engines as hard as he believes is safe, @w1 so that we can get to the planet as quickly as possible to try and solve this mystery.\n\n-Captain Dominguez",,,,,,,,,,到达日志，条目2\n\n在寻找合适星球的过程中，我们的传感器探测到附近一个星球发出的信号。虽然该星球环境严酷、冰封，但信号似乎是UE频率。然而，这个特定信号是一个通用的求救信号，当前舰队中没有飞船在使用。\n\n如果这个信号确实是联合地球的求救信号，那么它似乎来自一艘在我们离开后一百多年才发射的飞船。进一步查看星系位置后，我们似乎不仅穿越到了另一个星系，还穿越到了另一个时代。我命令沃恩工程师在他认为安全的范围内尽可能加大引擎推力，@w1 以便我们尽快抵达该星球，尝试解开这个谜团。\n\n——多明戈斯船长,,,,,,
pda_a8EumwO,"Arrival Log, Entry 1\n\nThe mysterious anomaly that sent us here seems to either only be one-way, have collapsed, or be a mobile anomaly. There's no sign of it on our sensors, so it looks like our chances of returning to our galaxy are not good.\n\nWith that in mind, I have decided to begin looking for a good location to set up a new colony, while keeping our sensors active to see if we can detect any sign of the rest of the UE Fleet. Hopefully we won't run out of warp fuel before we can either find a suitable planet, or a new fuel source that is compatible to our warp drive.\n\n-Captain Dominguez",,,,,,,,,,到达日志，条目1\n\n将我们送到这里的神秘异常似乎要么是单向的，要么已经坍缩，要么是个移动异常。我们的传感器上没有任何迹象，因此我们返回自己星系的机会似乎不大。\n\n考虑到这一点，我决定开始寻找一个合适的地点建立新殖民地，同时保持传感器活跃，看看能否探测到UE舰队其他部分的任何迹象。希望在我们找到合适的星球或与我们的翘曲引擎兼容的新燃料源之前，翘曲燃料不会耗尽。\n\n——多明戈斯船长,,,,,,
chptitleEngineeringSnow1,Rank 1,,,,,,,,,,等级1,,,,,,
tasktitleEngineeringSnow1a,Basic Bases,,,,,,,,,,基础基地,,,,,,
acttitleEngineeringSnow1a,Power Generation,,,,,,,,,,发电,,,,,,
actdescEngineeringSnow1a,Place a Generator or a Solar Capacitor,,,,,,,,,,放置一个发电机或一个太阳能电容器,,,,,,
acttitleEngineeringSnow1b,Fuel Sources,,,,,,,,,,燃料来源,,,,,,
actdescEngineeringSnow1b,Place a Fuel Tank or a Solar Panel,,,,,,,,,,放置一个燃料箱或一个太阳能板,,,,,,
acttitleEngineeringSnow1c,Constructor,,,,,,,,,,建造机,,,,,,
actdescEngineeringSnow1c,Place a Small Constructor,,,,,,,,,,放置一个小型建造机,,,,,,
tasktitleEngineeringSnow1b,A Better Constructor,,,,,,,,,,更好的建造机,,,,,,
acttitleEngineeringSnow1d,Craft a Large Constructor,,,,,,,,,,制作一个大型建造机,,,,,,
actdescEngineeringSnow1d,Craft a Large Constructor,,,,,,,,,,制作一个大型建造机,,,,,,
chptitleEngineeringSnow2,Rank 2,,,,,,,,,,等级2,,,,,,
chpdescEngineeringSnow2,Learn how to Process Raw Ores from Crushed Stone to advance to Engineering Rank 2.,,,,,,,,,,学习如何从碎石中加工原始矿石以晋升到工程等级2。,,,,,,
chptitleEngineeringSnow3,Rank 3,,,,,,,,,,等级3,,,,,,
chpdescEngineeringSnow3,Build or Capital a Small Vessel in order to advance to Engineering Rank 3.,,,,,,,,,,建造或打捞一艘小型飞船以晋升到工程等级3。,,,,,,
tasktitleEngineeringSnow3a,Capital Vessel: Thrusters,,,,,,,,,,主力舰：推进器,,,,,,
acttitleEngineeringSnow3b,Small Thrusters,,,,,,,,,,小型推进器,,,,,,
actdescEngineeringSnow3b,Place four Small Thrusters on your CV,,,,,,,,,,在你的主力舰上放置四个小型推进器,,,,,,
acttitleEngineeringSnow3c,Medium Thrusters,,,,,,,,,,中型推进器,,,,,,
actdescEngineeringSnow3c,Place two Medium Thrusters on your CV,,,,,,,,,,在你的主力舰上放置两个中型推进器,,,,,,
tasktitleEngineeringSnow3b,Power on your CV,,,,,,,,,,启动你的主力舰,,,,,,
chptitleEngineeringSnow4,Rank 4,,,,,,,,,,等级4,,,,,,
chpdescEngineeringSnow4,Build or Salvage a Capital Vessel in order to advance to Engineering Rank 4.,,,,,,,,,,建造或打捞一艘主力舰以晋升到工程等级4。,,,,,,
chptitleEngineeringSnow5,Rank 5 - Derelict Orbital Station,,,,,,,,,,等级5 - 废弃轨道站,,,,,,
chpdescEngineeringSnow5,Find and Repair a Derelict Orbital Station to advance to Rank 5,,,,,,,,,,找到并修复一座废弃轨道站以晋升到等级5,,,,,,
chptitleEngineeringSnow6,Rank 6,,,,,,,,,,等级6,,,,,,
chpdescEngineeringSnow6,Place five Auto-Miners to advanced to Rank 6,,,,,,,,,,放置五个自动采矿机以晋升到等级6,,,,,,
chptitleEngineeringSnow7,Rank 7,,,,,,,,,,等级7,,,,,,
chpdescEngineeringSnow7,Place a Teleporter to advance to Rank 7,,,,,,,,,,放置一个传送器以晋升到等级7,,,,,,
tasktitleEngineeringSnow7,Teleportation,,,,,,,,,,传送,,,,,,
acttitleEngineeringSnow7,Place a Teleporter,,,,,,,,,,放置一个传送器,,,,,,
actdescEngineeringSnow7,Add a Teleporter to your Base or Capital Vessel,,,,,,,,,,在你的基地或主力舰上添加一个传送器,,,,,,
pda_SnowEN,Specialty: Engineering (Snow),,,,,,,,,,专长：工程（雪原）,,,,,,
pda_eiKiuaG,Resource Gathering: Drill,,,,,,,,,,资源收集：钻头,,,,,,
pda_U0KOSSK,Unlock Drill,,,,,,,,,,解锁钻头,,,,,,
pda_8q8aeW1,Unlock the Drill,,,,,,,,,,解锁钻头,,,,,,
pda_OC8i8Gq,Craft Drill,,,,,,,,,,制作钻头,,,,,,
pda_iGm0OO4,Craft a Drill,,,,,,,,,,制作一个钻头,,,,,,
pda_a0aWim8,Resource Gathering: Crushed Stone,,,,,,,,,,资源收集：碎石,,,,,,
pda_0ae00K8,Gather Crushed Stone,,,,,,,,,,收集碎石,,,,,,
pda_SCTOqae,Resource Gathering: Raw Ores,,,,,,,,,,资源收集：原始矿石,,,,,,
pda_aKGu0ua,Craft Iron Ores,,,,,,,,,,制作铁矿石,,,,,,
pda_8S8amam,Craft Copper Ores,,,,,,,,,,制作铜矿石,,,,,,
pda_cq18OSO,Craft Silicon Ores,,,,,,,,,,制作硅矿石,,,,,,
pda_404m4qq,Craft 5 Silicon Ores,,,,,,,,,,制作5个硅矿石,,,,,,
pda_a2auq8q,Craft 5 Copper Ores,,,,,,,,,,制作5个铜矿石,,,,,,
pda_SiK4ee8,Craft 5 Iron Ores,,,,,,,,,,制作5个铁矿石,,,,,,
pda_4OviqKe,Gather 2250 Crushed Stone,,,,,,,,,,收集2250个碎石,,,,,,
pda_44CuWYG,Promethium: Gathering,,,,,,,,,,钷：收集,,,,,,
pda_GKiicqW,Gather Promethium,,,,,,,,,,收集钷,,,,,,
pda_aGxOKSQ,Turn on your CV,,,,,,,,,,启动你的主力舰,,,,,,
pda_es4KmOi,Power on your CV,,,,,,,,,,启动你的主力舰,,,,,,
pda_mCuiG0a,Promethium: Fuel Packs,,,,,,,,,,钷：燃料包,,,,,,
pda_ZI5aGuS,Hydrogen: Generation,,,,,,,,,,氢气：发电,,,,,,
pda_7iWO5Oa,Craft Fuel Packs,,,,,,,,,,制作燃料包,,,,,,
pda_qeSUi8K,Craft a Hydrogen Generator,,,,,,,,,,制作一个氢气发电机,,,,,,
pda_OK8uiCW,Place a Hydrogen Generator,,,,,,,,,,放置一个氢气发电机,,,,,,
pda_Su0iGWM,Place a Hydrogen Generator,,,,,,,,,,放置一个氢气发电机,,,,,,
pda_lWSvuCW,Craft a Hydrogen Generator,,,,,,,,,,制作一个氢气发电机,,,,,,
pda_aaIGiaq,Craft 200 Promethium Fuel Packs,,,,,,,,,,制作200个钷燃料包,,,,,,
pda_COCii8K,Hydrogen: Fuel Packs,,,,,,,,,,氢气：燃料包,,,,,,
pda_Km6qiOu,Craft Fuel Packs,,,,,,,,,,制作燃料包,,,,,,
pda_iqqqu4i,Craft 200 Hydrogen Fuel Packs,,,,,,,,,,制作200个氢气燃料包,,,,,,
pda_Ca0gxCq,Gather 100 Promethium Ore,,,,,,,,,,收集100个钷矿石,,,,,,
pda_5IGOmmq,Power your Hydrogen Generator,,,,,,,,,,为你的氢气发电机供电,,,,,,
pda_wO0miWC,Add Fuel to your Hydrogen Generator,,,,,,,,,,向你的氢气发电机添加燃料,,,,,,
chptitleZiraxCodesSnow,Strange Transmission: Zirax Codes.,,,,,,,,,,异常传输：兹瑞克斯密码。,,,,,,
chptitleExplorationSnow1,Rank 1,,,,,,,,,,等级1,,,,,,
chpdescExplorationSnow1,Craft a Motorbike and find an interesting POI.,,,,,,,,,,制作一辆摩托车并找到一个有趣的兴趣点。,,,,,,
acttitleExplorationSnow1b,Locate the source of the Alien Signal,,,,,,,,,,定位外星信号的源头,,,,,,
actdescExplorationSnow1b,Locate the source of the alien signal. POIs that are part of a mission are often represented by a Chevron instead of the typical POI indicator on the map.,,,,,,,,,,定位外星信号的源头。属于任务一部分的兴趣点在地图上通常用山形符号而非普通兴趣点指示器表示。,,,,,,
chptitleExplorationSnow2,Rank 2,,,,,,,,,,等级2,,,,,,
chpdescExplorationSnow2,Construct a Scout Vessel using a Graviton Thrust Drive.,,,,,,,,,,建造一艘装有引力子推进驱动器的侦察飞船。,,,,,,
chptitleExplorationSnow3,Rank 3,,,,,,,,,,等级3,,,,,,
chpdescExplorationSnow3,Locate the Rados Drone Base.,,,,,,,,,,定位拉多斯无人机基地。,,,,,,
tasktitleExplorationSnow3b,Rados Drone Base,,,,,,,,,,拉多斯无人机基地,,,,,,
acttitleExplorationSnow3b,Locate the Drone Base,,,,,,,,,,定位无人机基地,,,,,,
actdescExplorationSnow3b,Use your Small Vessel to find the Drone Base in order to take it out.,,,,,,,,,,使用你的小型飞船找到无人机基地并将其摧毁。,,,,,,
chptitleExplorationSnow4,Rank 4,,,,,,,,,,等级4,,,,,,
chpdescExplorationSnow4,Locate a Derelict Orbital Station.,,,,,,,,,,定位一座废弃轨道站。,,,,,,
tasktitleExplorationSnow4,Derelict Orbital Station,,,,,,,,,,废弃轨道站,,,,,,
acttitleExplorationSnow4,Locate a Derelict Orbital Station,,,,,,,,,,定位一座废弃轨道站,,,,,,
actdescExplorationSnow4,Find a Derelict Orbital Station to turn into a base.,,,,,,,,,,找到一座废弃轨道站并将其改造成基地。,,,,,,
chptitleExplorationSnow5,Rank 6,,,,,,,,,,等级6,,,,,,
tasktitleExplorationSnow5a,Mysterious Signals (Part 1),,,,,,,,,,神秘信号（第一部分）,,,,,,
acttitleExplorationSnow5a1,Scan Koronat Obelisk,,,,,,,,,,扫描科罗纳特方尖碑,,,,,,
actdescExplorationSnow5a1,Locate the Obelisk in the debris field of the former planet Koronat,,,,,,,,,,定位原科罗纳特星球残骸区中的方尖碑。,,,,,,
acttitleExplorationSnow5a2,Scan Brokanerth Obelisk,,,,,,,,,,扫描布洛卡纳瑟方尖碑,,,,,,
actdescExplorationSnow5a2,Locate the Obelisk on  the planet Brokanerth,,,,,,,,,,定位布洛卡纳瑟星球上的方尖碑。,,,,,,
acttitleExplorationSnow5a3,Scan Aboged Obelisk,,,,,,,,,,扫描阿博格德方尖碑,,,,,,
actdescExplorationSnow5a3,Locate the Obelisk on the planet Aboged.,,,,,,,,,,定位阿博格德星球上的方尖碑。,,,,,,
tasktitleExplorationSnow5b,Mysterious Signals (Part 2),,,,,,,,,,神秘信号（第二部分）,,,,,,
acttitleExplorationSnow5b,Yersona,,,,,,,,,,耶尔索纳,,,,,,
actdescExplorationSnow5b,Enter Obit of Yersona,,,,,,,,,,进入耶尔索纳轨道,,,,,,
chptitleExplorationSnow6,Rank 5 - Rados Com Center,,,,,,,,,,等级5 - 拉多斯通讯中心,,,,,,
chptitleExplorationSnow7,Rank 7,,,,,,,,,,等级7,,,,,,
tasktitleExplorationSnow7,An Eerie Energy,,,,,,,,,,一股诡异能量,,,,,,
acttitleExplorationSnow7,Eerie Energy Source,,,,,,,,,,诡异能量源头,,,,,,
actdescExplorationSnow7,Locate the source of the Eerie Energy emanating from the Cursed Planet.,,,,,,,,,,定位从诅咒星球发出的诡异能量的源头。,,,,,,
pda_SnowEX,Specialty: Exploration (Snow),,,,,,,,,,专长：探索（雪原）,,,,,,
tasktitleExplorationSnow1b,Locate the Source of the Alien Signal,,,,,,,,,,定位外星信号的源头,,,,,,
pda_igKMsGS,Mysterious Beacon,,,,,,,,,,神秘信标,,,,,,
pda_GeGOSG8,wait,,,,,,,,,,等待,,,,,,
pda_e80a0mW,wait,,,,,,,,,,等待,,,,,,
pda_KiuW4g8,wait,,,,,,,,,,等待,,,,,,
pda_iiiGeGC,"Medical Log, Entry 2\n\nWith so little medical supplies on hand, I'm not sure we should be the ones responding to a distress call. However, since we ARE trying to locate the rest of the fleet, and this at least seems to be a United Earth signal we're receiving, I don't see we have much choice.\n\nI've been gathering what little supplies we do have, and believe we are ready to help, as best we can. The uncertainty of the signa's origin aside, I'm hopeful that we do, indeed, find one of the other ships from our fleet.\n\n-Doctor Schneider",,,,,,,,,,医疗日志，条目2\n\n手头医疗物资如此之少，我不确定我们是否应该回应求救信号。然而，既然我们确实在寻找舰队的其余部分，而且我们收到的至少似乎是地球联合的信号，我认为我们没有太多选择。\n\n我一直在收集我们仅有的少量物资，并相信我们已经准备好尽力提供帮助。尽管信号来源不确定，但我希望我们确实能找到我们舰队中的另一艘飞船。\n\n-施耐德医生,,,,,,
pda_KWKuSSW,"*whispering* Medical Log, Entry 3\n\nIt's been nearly a day since the aliens boarded the ship. The first group set up some sort of teleport pads in the Engine Room, and more have been teleporting in ever since their ships left. \n\nA few hours ago, they began removing the crew from their cryo chambers. Most of them were executed instantly, but a few were taken away, presumably to be held prisoner... or worse.\n\nI've been hiding in one of the empty cryo chambers, hoping they're too stupid to re-check the ones they already emptied. If I could somehow get one of their weapons, perhaps I could destroy the teleport pads and prevent more from boarding. if only... shit... no. *Cryo Chamber Opens* *Sreaming* NOOOOO!!!!!!!!!! *Alien growls and snarls*\n\n*shotgun blast* *End of Log*",,,,,,,,,,*耳语* 医疗日志，条目3\n\n自从外星人登船以来已经快一天了。第一批在引擎室设置了一些传送器垫，自从他们的飞船离开后，又有更多通过传送器抵达。\n\n几小时前，他们开始将船员从冷冻舱中取出。大多数被立即处决，但少数被带走，可能是作为囚犯...或者更糟。\n\n我一直躲在一个空的冷冻舱里，希望他们愚蠢到不会重新检查已经清空的舱室。如果我能搞到他们的一件武器，也许就能摧毁传送器垫，阻止更多人登船。要是...操...不。 *冷冻舱打开* *尖叫* 不！！！！！！ *外星人咆哮和怒吼*\n\n*霰弹枪射击* *日志结束*,,,,,,
pda_u0aC4mS,"Helmsman Log, Entry 1\n\nWaking up from cryo statis is often disorienting. But waking up in a different galaxy is even more so. Apart from our location being over two million lightyears from where we were, something else seems off. I can't exactly put my finger on it, but the stars and galaxies seem... off... somehow. Nobody from earth has ever seen the universe from this galaxy, so that's maybe it. \n\nThe Captain wants us to try to continue our mission, despite the absence of the rest of the fleet. She believes that the rest of the fleet will find us, or we will find them, and somehow being stranded in an alien galaxy won't get us killed.\nI wish I were so optimistic.\n\n-Ensign Neibuhr, Helmsman",,,,,,,,,,舵手日志，条目1\n\n从冷冻休眠中醒来常常令人迷失方向。但在不同的星系中醒来更是如此。除了我们所在的位置距离之前超过两百万光年之外，还有其他不对劲的地方。我无法确切指出，但星星和星系看起来...有些奇怪...也许是因为地球上从未有人从这个星系看过宇宙。\n\n船长希望我们尽管舰队其他部分失踪，仍尽力继续任务。她相信其余舰队会找到我们，或者我们会找到他们，并且不知怎地，被困在外星星系不会让我们丧命。\n但愿我也能如此乐观。\n\n-少尉尼布尔，舵手,,,,,,
pda_eCuO8L0,"Helmsman Log, Entry 2\n\nIt seems the captain's optimism was well founded. We seem to have picked up a distress signal coming from a nearby system. However, even though the frequency appears to be a United Earth frequency, the signal itself is unfamiliar to me. It's obviously a distress call, but it's not encoded with the ID of any of the ships of our fleet. In fact, based on the data that IS encoded, it seems to be from no ship at all... or at least not one that had been constructed before we left Earth.\n\n-Ensign Neibuhr, Helmsman",,,,,,,,,,舵手日志，条目2\n\n看来船长的乐观是有根据的。我们似乎收到了附近一个星系发出的求救信号。然而，尽管频率似乎是地球联合的频率，但信号本身对我来说并不熟悉。这显然是个求救信号，但它没有编入我们舰队任何一艘飞船的ID。事实上，根据编码的数据来看，它似乎根本不来自任何飞船...或者至少不是我们离开地球前建造的飞船。\n\n-少尉尼布尔，舵手,,,,,,
